,Topic,Persian,URL
1608,Simpsons paradox,پارادوکس سیمپسون ها,https://brilliant.org/wiki/simpsons-paradox
1609,Butterfly condor,کندور پروانه ای,https://brilliant.org/wiki/butterfly-condor
1610,Naive bayes classifier,طبقه بندی کننده بیز ساده,https://brilliant.org/wiki/naive-bayes-classifier
1611,Chemical bonding,پیوند شیمیایی,https://brilliant.org/wiki/chemical-bonding
1612,Euclidean algorithm,الگوریتم اقلیدسی,https://brilliant.org/wiki/euclidean-algorithm
1613,Fair division,تقسیم عادلانه,https://brilliant.org/wiki/fair-division
1614,Why do mentos explode in coke,چرا منتوها در کک منفجر می شوند؟,https://brilliant.org/wiki/why-do-mentos-explode-in-coke
1615,Evaluate equations at specific values,معادلات را در مقادیر مشخص ارزیابی کنید,https://brilliant.org/wiki/evaluate-equations-at-specific-values
1616,Sat general tips,نکات کلی نشست,https://brilliant.org/wiki/sat-general-tips
1617,Sums of divergent series,مجموع سری های واگرا,https://brilliant.org/wiki/sums-of-divergent-series
1618,Jee roots unity,جی ریشه وحدت دارد,https://brilliant.org/wiki/jee-roots-unity
1619,Metric space,فضای متریک,https://brilliant.org/wiki/metric-space
1620,Remainder,باقی مانده,https://brilliant.org/wiki/remainder
1621,The random walk,پیاده روی تصادفی,https://brilliant.org/wiki/the-random-walk
1622,Understanding conservative vs non conservative 2,درک محافظه کار در مقابل غیر محافظه کار 2,https://brilliant.org/wiki/understanding-conservative-vs-non-conservative-2
1623,Sat polygons,چند ضلعی های نشسته,https://brilliant.org/wiki/sat-polygons
1624,Sat triangles,مثلث های نشسته,https://brilliant.org/wiki/sat-triangles
1625,Quantum tunneling,تونل زنی کوانتومی,https://brilliant.org/wiki/quantum-tunneling
1626,Sine and cosine graphs,نمودارهای سینوس و کسینوس,https://brilliant.org/wiki/sine-and-cosine-graphs
1627,Learn and practice logic on brilliant,منطق را در برلیانت بیاموزید و تمرین کنید,https://brilliant.org/wiki/learn-and-practice-logic-on-brilliant
1628,Linear algebra,جبر خطی,https://brilliant.org/wiki/linear-algebra
1629,Basics statistical mechanics,مبانی مکانیک آماری,https://brilliant.org/wiki/basics-statistical-mechanics
1630,Electric potential,پتانسیل الکتریکی,https://brilliant.org/wiki/electric-potential
1631,Holders inequality,نابرابری دارندگان,https://brilliant.org/wiki/holders-inequality
1632,Greedy algorithm,الگوریتم حریص,https://brilliant.org/wiki/greedy-algorithm
1633,Irrational numbers,اعداد گنگ,https://brilliant.org/wiki/irrational-numbers
1634,Polynomial multiplication,ضرب چند جمله ای,https://brilliant.org/wiki/polynomial-multiplication
1635,Gaussian integers,اعداد صحیح گاوسی,https://brilliant.org/wiki/gaussian-integers
1636,Summation formulas for powers 0 to 20 of integers,فرمول های جمع برای توان های 0 تا 20 اعداد صحیح,https://brilliant.org/wiki/summation-formulas-for-powers-0-to-20-of-integers
1637,Synthetic division,تقسیم مصنوعی,https://brilliant.org/wiki/synthetic-division
1638,Utility functions,توابع سودمند,https://brilliant.org/wiki/utility-functions
1639,Parallelogram,متوازی الاضلاع,https://brilliant.org/wiki/parallelogram
1640,Linear independence,استقلال خطی,https://brilliant.org/wiki/linear-independence
1641,Distance formula,فرمول فاصله,https://brilliant.org/wiki/distance-formula
1642,Limits by substitution,محدودیت با جایگزینی,https://brilliant.org/wiki/limits-by-substitution
1643,Sets elements,عناصر را تنظیم می کند,https://brilliant.org/wiki/sets-elements
1644,Do objects gain protons to become positive,آیا اجسام برای مثبت شدن پروتون می گیرند؟,https://brilliant.org/wiki/do-objects-gain-protons-to-become-positive
1645,Ionization energy,انرژی یونیزاسیون,https://brilliant.org/wiki/ionization-energy
1646,6th grade math,ریاضی پایه ششم,https://brilliant.org/wiki/6th-grade-math
1647,Daltons atomic model,مدل اتمی دالتون,https://brilliant.org/wiki/daltons-atomic-model
1648,Cyclotomic polynomials,چند جمله ای سیکلوتومیک,https://brilliant.org/wiki/cyclotomic-polynomials
1649,Egg dropping,ریزش تخم مرغ,https://brilliant.org/wiki/egg-dropping
1650,Complexity theory,نظریه پیچیدگی,https://brilliant.org/wiki/complexity-theory
1651,Position_vectors,موقعیت_بردارها,https://brilliant.org/wiki/position_vectors
1652,Rank,رتبه,https://brilliant.org/wiki/rank
1653,Inmo math contest preparation,آمادگی مسابقه ریاضی Inmo,https://brilliant.org/wiki/inmo-math-contest-preparation
1654,Estimation dimensional analysis,تحلیل ابعادی تخمین,https://brilliant.org/wiki/estimation-dimensional-analysis
1655,Stoichiometry in progress,استوکیومتری در حال انجام است,https://brilliant.org/wiki/stoichiometry-in-progress
1656,Coloring definition,تعریف رنگ آمیزی,https://brilliant.org/wiki/coloring-definition
1657,Calculating_momentum_object,Calculating_momentum_object,https://brilliant.org/wiki/calculating_momentum_object
1658,Fireworks,آتش بازی,https://brilliant.org/wiki/fireworks
1659,Map,نقشه,https://brilliant.org/wiki/map
1660,Blossom algorithm,الگوریتم شکوفه,https://brilliant.org/wiki/blossom-algorithm
1661,Equivalent mass,جرم معادل,https://brilliant.org/wiki/equivalent-mass
1662,Algebraic number theory,نظریه اعداد جبری,https://brilliant.org/wiki/algebraic-number-theory
1663,Modular arithmetic parity,برابری حسابی مدولار,https://brilliant.org/wiki/modular-arithmetic-parity
1664,Modular arithmetic,محاسبات مدولار,https://brilliant.org/wiki/modular-arithmetic
1665,Since every action has an equal and opposite,از آنجایی که هر عملی برابر و مخالف دارد,https://brilliant.org/wiki/since-every-action-has-an-equal-and-opposite
1666,Bosons,بوزون ها,https://brilliant.org/wiki/bosons
1667,Exponential functions,توابع نمایی,https://brilliant.org/wiki/exponential-functions
1668,Rational functions intercepts,توابع گویا رهگیری می کند,https://brilliant.org/wiki/rational-functions-intercepts
1669,Carmichaels lambda function,عملکرد لامبدا کارمایکلز,https://brilliant.org/wiki/carmichaels-lambda-function
1670,Integral approximation trapezium rule,قانون ذوزنقه تقریب انتگرالی,https://brilliant.org/wiki/integral-approximation-trapezium-rule
1671,Data mean,میانگین داده ها,https://brilliant.org/wiki/data-mean
1672,Cryptogram problem solving,حل مسئله رمزنگاری,https://brilliant.org/wiki/cryptogram-problem-solving
1673,Binomial nomenclature,نامگذاری دو جمله ای,https://brilliant.org/wiki/binomial-nomenclature
1674,Expected value,ارزش مورد انتظار,https://brilliant.org/wiki/expected-value
1675,Intersections line segments,بخش های خط تقاطع ها,https://brilliant.org/wiki/intersections-line-segments
1676,Legendre symbol,نماد افسانه,https://brilliant.org/wiki/legendre-symbol
1677,Units of length and distance,واحدهای طول و فاصله,https://brilliant.org/wiki/units-of-length-and-distance
1678,Cartesian product,ضرب دکارتی,https://brilliant.org/wiki/cartesian-product
1679,Do heavier objects fall faster than lighter,آیا اجسام سنگین‌تر سریع‌تر از سبک‌تر سقوط می‌کنند؟,https://brilliant.org/wiki/do-heavier-objects-fall-faster-than-lighter
1680,Riemann sums,ریمان مبالغ,https://brilliant.org/wiki/riemann-sums
1681,Interest rate,نرخ بهره,https://brilliant.org/wiki/interest-rate
1682,8th grade math,ریاضی پایه هشتم,https://brilliant.org/wiki/8th-grade-math
1683,Splay tree,درخت اسپلی,https://brilliant.org/wiki/splay-tree
1684,Double angle identities,هویت های دو زاویه ای,https://brilliant.org/wiki/double-angle-identities
1685,Linear diophantine equations one equation,معادلات دیوفانتین خطی یک معادله,https://brilliant.org/wiki/linear-diophantine-equations-one-equation
1686,Basic composite figures,ارقام مرکب پایه,https://brilliant.org/wiki/basic-composite-figures
1687,Divisibility duel,دوئل تقسیم پذیری,https://brilliant.org/wiki/divisibility-duel
1688,Sorting algorithms,الگوریتم های مرتب سازی,https://brilliant.org/wiki/sorting-algorithms
1689,Precalculus mathematics 1 study guide,راهنمای مطالعه ریاضیات پیش حساب 1,https://brilliant.org/wiki/precalculus-mathematics-1-study-guide
1690,Math of poker,ریاضی پوکر,https://brilliant.org/wiki/math-of-poker
1691,Rsa encryption,رمزگذاری RSA,https://brilliant.org/wiki/rsa-encryption
1692,Identifying terms position velocity acceleration,شناسایی اصطلاحات موقعیت شتاب سرعت,https://brilliant.org/wiki/identifying-terms-position-velocity-acceleration
1693,Solving equations simple,حل معادلات ساده,https://brilliant.org/wiki/solving-equations-simple
1694,Average velocity,سرعت متوسط,https://brilliant.org/wiki/average-velocity
1695,Distinct objects into identical bins,اشیاء متمایز را در سطل های یکسان تقسیم کنید,https://brilliant.org/wiki/distinct-objects-into-identical-bins
1696,Partial derivatives,مشتقات جزئی,https://brilliant.org/wiki/partial-derivatives
1697,Lucas theorem,قضیه لوکاس,https://brilliant.org/wiki/lucas-theorem
1698,Sat circles,محافل نشست,https://brilliant.org/wiki/sat-circles
1699,Quadratics multiplication,ضرب درجه دوم,https://brilliant.org/wiki/quadratics-multiplication
1700,Vapor pressure and raoults law,فشار بخار و قانون رائول,https://brilliant.org/wiki/vapor-pressure-and-raoults-law
1701,Randomized algorithms overview,مروری بر الگوریتم های تصادفی,https://brilliant.org/wiki/randomized-algorithms-overview
1702,Analytical continuation,ادامه تحلیلی,https://brilliant.org/wiki/analytical-continuation
1703,Polynomial interpolation,درونیابی چند جمله ای,https://brilliant.org/wiki/polynomial-interpolation
1704,Discrete mathematics,ریاضیات گسسته,https://brilliant.org/wiki/discrete-mathematics
1705,Mixtures,مخلوط ها,https://brilliant.org/wiki/mixtures
1706,Graph transformation,تبدیل نمودار,https://brilliant.org/wiki/graph-transformation
1707,Partially ordered set,مجموعه نیمه سفارش داده شده,https://brilliant.org/wiki/partially-ordered-set
1708,Gravitational waves,امواج گرانشی,https://brilliant.org/wiki/gravitational-waves
1709,Line integral,انتگرال خط,https://brilliant.org/wiki/line-integral
1710,Sat data graphs and charts,نمودارها و نمودارهای داده Sat,https://brilliant.org/wiki/sat-data-graphs-and-charts
1711,Double factorials and multifactorials,فاکتوریل دوگانه و چند عاملی,https://brilliant.org/wiki/double-factorials-and-multifactorials
1712,Skip lists,رد شدن از لیست ها,https://brilliant.org/wiki/skip-lists
1713,Newton raphson method,روش نیوتن رافسون,https://brilliant.org/wiki/newton-raphson-method
1714,Setting up equations,تنظیم معادلات,https://brilliant.org/wiki/setting-up-equations
1715,Arithmetic progressions,پیشرفت های حسابی,https://brilliant.org/wiki/arithmetic-progressions
1716,Characteristics of circular orbits,ویژگی های مدارهای دایره ای,https://brilliant.org/wiki/characteristics-of-circular-orbits
1717,Support vector machines,ماشین های بردار پشتیبانی می کند,https://brilliant.org/wiki/support-vector-machines
1718,Expanded form,فرم گسترش یافته,https://brilliant.org/wiki/expanded-form
1719,Jensens inequality,نابرابری جنسنس,https://brilliant.org/wiki/jensens-inequality
1720,Lewis structure,ساختار لوئیس,https://brilliant.org/wiki/lewis-structure
1721,Elliptic curves,منحنی های بیضوی,https://brilliant.org/wiki/elliptic-curves
1722,Common misconceptions,باورهای غلط رایج,https://brilliant.org/wiki/common-misconceptions
